Video_ID,Artist,Comment
H8thIAvczrU,블랙핑크 제니,조카랑 열심히 놀아주는 삼촌과 마냥행복한 강아지 같네 ㅋㅋㅋ
H8thIAvczrU,블랙핑크 제니,제니❤
H8thIAvczrU,블랙핑크 제니,제2의 이영지 Small girl 등장이다
xAIDSm9yWD4,블랙핑크 제니,혹시이노래먼지알수잇을까욤?ㅎㅎ
xAIDSm9yWD4,블랙핑크 제니,교포같이생기긴했네
xAIDSm9yWD4,블랙핑크 제니,솔까 카리나보다 제니가 더 이쁨(제 생각)
xAIDSm9yWD4,블랙핑크 제니,진짜 말랑말랑 귀엽게 생긴 귀여운 고양이
xAIDSm9yWD4,블랙핑크 제니,제니처럼 약간 볼이나 광대쪽 통통해 보이는 연옌들이 실제로 보면 카메라 왜곡 없이 샤프해서 실물이 훨씬ㄴ ㅏ음
xAIDSm9yWD4,블랙핑크 제니,매력있는데 착하게는 안생겼다ㅎ
xAIDSm9yWD4,블랙핑크 제니,악마들같으니라고 명품을 왜 사노
xAIDSm9yWD4,블랙핑크 제니,감옥이나 들어가라
xAIDSm9yWD4,블랙핑크 제니,고양이상 아이돌은 제니가 원탑.. 영원히..
xAIDSm9yWD4,블랙핑크 제니,"님들 눈이 많이 낮아졌구나..우리 때는 김태희, 손예진,  이연희, 한가인 제외 다 그냥 여자였다..그냥 여자! 그냥 여자!"
xAIDSm9yWD4,블랙핑크 제니,그녀는 너무 아름답고 매력적이어 나는 제니를 사랑해❤❤❤❤❤
xAIDSm9yWD4,블랙핑크 제니,얘는 딱 걔닮음 부화덜된 닝닝 반박 안박는다
xAIDSm9yWD4,블랙핑크 제니,이쁜제니❤❤❤❤
xAIDSm9yWD4,블랙핑크 제니,이쯘제니❤❤❤❤
xAIDSm9yWD4,블랙핑크 제니,"2,3번째 사진 넘 예쁘다"
xAIDSm9yWD4,블랙핑크 제니,"얼굴 과대평가 ㅈㄴ된 애들중 한 명.
동남아가면 저런얼굴 많고 예쁨의 정도(객관적인 지표 이목구비,조화등)로 봐도 흔함.. 안이쁘다는게 아니야 제니이뻐 제니가 사겨준다고하면 그랜절박고 퐁퐁남 하지. 근데 댓들들 보니까 꼴깝떤다는 말이 절로 나온다. 억빠가 억까를 만드는거임.. 정말 회사이미지메이킹의 중요성이고 팬덤의중요성"
xAIDSm9yWD4,블랙핑크 제니,"욕먹을거 알고쓰는데 제니가 메이컵 아티스트 얼굴에 담배연기 뿜고싶어서 뿜은거아니잖아요.
그리고 사과문도올리고 괜찮다고하잖아요.
그래서 말하는데 담배논란은 그만이야기 해주시면 좋겠어요 
다시한번 말하지만 전 제가 욕먹을거 알고 쓴거랍니다."
xAIDSm9yWD4,블랙핑크 제니,냥이상이 미인이 많대 고양이상 짱
xAIDSm9yWD4,블랙핑크 제니,제니하면 직각어깨
xAIDSm9yWD4,블랙핑크 제니,제니야 나락이다 담배얼굴에 뿜는영상봣다
